Date,Paracetamolo[it],
2014-05-07 23,3,
2014-05-07 00,6,
2014-05-07 01,0,
2014-05-07 02,2,
2014-05-07 03,3,
2014-05-07 04,2,
2014-05-07 05,3,
2014-05-07 06,16,
2014-05-07 07,18,
2014-05-07 08,38,
2014-05-07 09,33,
2014-05-07 10,20,
2014-05-07 11,17,
2014-05-07 12,37,
2014-05-07 13,24,
2014-05-07 14,37,
2014-05-07 15,26,
2014-05-07 16,33,
2014-05-07 17,33,
2014-05-07 18,37,
2014-05-07 19,23,
2014-05-07 20,25,
2014-05-07 21,19,
2014-05-07 22,13,
2014-05-08 23,3,
2014-05-08 00,1,
2014-05-08 01,4,
2014-05-08 02,3,
2014-05-08 03,4,
2014-05-08 04,3,
2014-05-08 05,6,
2014-05-08 06,18,
2014-05-08 07,22,
2014-05-08 08,33,
2014-05-08 09,30,
2014-05-08 10,14,
2014-05-08 11,25,
2014-05-08 12,21,
2014-05-08 13,28,
2014-05-08 14,26,
2014-05-08 15,30,
2014-05-08 16,24,
2014-05-08 17,40,
2014-05-08 18,25,
2014-05-08 19,27,
2014-05-08 20,24,
2014-05-08 21,20,
2014-05-08 22,9,
2014-05-09 23,3,
2014-05-09 00,2,
2014-05-09 01,3,
2014-05-09 02,2,
2014-05-09 03,4,
2014-05-09 04,1,
2014-05-09 05,7,
2014-05-09 06,14,
2014-05-09 07,23,
2014-05-09 08,19,
2014-05-09 09,26,
2014-05-09 10,30,
2014-05-09 11,15,
2014-05-09 12,19,
2014-05-09 13,22,
2014-05-09 14,28,
2014-05-09 15,27,
2014-05-09 16,25,
2014-05-09 17,18,
2014-05-09 18,14,
2014-05-09 19,18,
2014-05-09 20,22,
2014-05-09 21,19,
2014-05-09 22,10,
2014-05-10 23,9,
2014-05-10 00,4,
2014-05-10 01,3,
2014-05-10 02,4,
2014-05-10 03,5,
2014-05-10 04,2,
2014-05-10 05,9,
2014-05-10 06,7,
2014-05-10 07,8,
2014-05-10 08,24,
2014-05-10 09,27,
2014-05-10 10,27,
2014-05-10 11,19,
2014-05-10 12,29,
2014-05-10 13,29,
2014-05-10 14,17,
2014-05-10 15,12,
2014-05-10 16,21,
2014-05-10 17,20,
2014-05-10 18,10,
2014-05-10 19,25,
2014-05-10 20,17,
2014-05-10 21,15,
2014-05-10 22,6,
2014-05-11 23,7,
2014-05-11 00,6,
2014-05-11 01,0,
2014-05-11 02,4,
2014-05-11 03,2,
2014-05-11 04,1,
2014-05-11 05,6,
2014-05-11 06,5,
2014-05-11 07,20,
2014-05-11 08,24,
2014-05-11 09,19,
2014-05-11 10,28,
2014-05-11 11,16,
2014-05-11 12,10,
2014-05-11 13,27,
2014-05-11 14,25,
2014-05-11 15,24,
2014-05-11 16,17,
2014-05-11 17,18,
2014-05-11 18,29,
2014-05-11 19,23,
2014-05-11 20,26,
2014-05-11 21,13,
2014-05-11 22,10,
2014-05-12 23,9,
2014-05-12 00,7,
2014-05-12 01,1,
2014-05-12 02,1,
2014-05-12 03,0,
2014-05-12 04,2,
2014-05-12 05,5,
2014-05-12 06,10,
2014-05-12 07,24,
2014-05-12 08,25,
2014-05-12 09,26,
2014-05-12 10,22,
2014-05-12 11,20,
2014-05-12 12,23,
2014-05-12 13,30,
2014-05-12 14,28,
2014-05-12 15,34,
2014-05-12 16,29,
2014-05-12 17,28,
2014-05-12 18,18,
2014-05-12 19,29,
2014-05-12 20,33,
2014-05-12 21,12,
2014-05-12 22,15,
2014-05-13 23,9,
2014-05-13 00,3,
2014-05-13 01,1,
2014-05-13 02,2,
2014-05-13 03,1,
2014-05-13 04,1,
2014-05-13 05,5,
2014-05-13 06,12,
2014-05-13 07,27,
2014-05-13 08,31,
2014-05-13 09,41,
2014-05-13 10,38,
2014-05-13 11,18,
2014-05-13 12,27,
2014-05-13 13,32,
2014-05-13 14,29,
2014-05-13 15,30,
2014-05-13 16,32,
2014-05-13 17,23,
2014-05-13 18,25,
2014-05-13 19,31,
2014-05-13 20,16,
2014-05-13 21,17,
2014-05-13 22,6,
2014-05-14 23,8,
2014-05-14 00,4,
2014-05-14 01,2,
2014-05-14 02,4,
2014-05-14 03,1,
2014-05-14 04,5,
2014-05-14 05,6,
2014-05-14 06,18,
2014-05-14 07,28,
2014-05-14 08,25,
2014-05-14 09,29,
2014-05-14 10,28,
2014-05-14 11,18,
2014-05-14 12,22,
2014-05-14 13,31,
2014-05-14 14,27,
2014-05-14 15,46,
2014-05-14 16,37,
2014-05-14 17,28,
2014-05-14 18,28,
2014-05-14 19,38,
2014-05-14 20,23,
2014-05-14 21,25,
2014-05-14 22,22,
2014-05-15 23,8,
2014-05-15 00,3,
2014-05-15 01,3,
2014-05-15 02,0,
2014-05-15 03,3,
2014-05-15 04,3,
2014-05-15 05,9,
2014-05-15 06,14,
2014-05-15 07,19,
2014-05-15 08,31,
2014-05-15 09,29,
2014-05-15 10,34,
2014-05-15 11,32,
2014-05-15 12,30,
2014-05-15 13,31,
2014-05-15 14,31,
2014-05-15 15,32,
2014-05-15 16,26,
2014-05-15 17,33,
2014-05-15 18,24,
2014-05-15 19,23,
2014-05-15 20,25,
2014-05-15 21,26,
2014-05-15 22,12,
2014-05-16 23,11,
2014-05-16 00,3,
2014-05-16 01,1,
2014-05-16 02,4,
2014-05-16 03,1,
2014-05-16 04,2,
2014-05-16 05,6,
2014-05-16 06,13,
2014-05-16 07,18,
2014-05-16 08,26,
2014-05-16 09,25,
2014-05-16 10,27,
2014-05-16 11,21,
2014-05-16 12,37,
2014-05-16 13,24,
2014-05-16 14,19,
2014-05-16 15,23,
2014-05-16 16,26,
2014-05-16 17,21,
2014-05-16 18,22,
2014-05-16 19,18,
2014-05-16 20,14,
2014-05-16 21,19,
2014-05-16 22,7,
2014-05-17 23,9,
2014-05-17 00,3,
2014-05-17 01,5,
2014-05-17 02,0,
2014-05-17 03,2,
2014-05-17 04,3,
2014-05-17 05,5,
2014-05-17 06,15,
2014-05-17 07,19,
2014-05-17 08,14,
2014-05-17 09,25,
2014-05-17 10,22,
2014-05-17 11,29,
2014-05-17 12,20,
2014-05-17 13,20,
2014-05-17 14,17,
2014-05-17 15,24,
2014-05-17 16,25,
2014-05-17 17,21,
2014-05-17 18,18,
2014-05-17 19,17,
2014-05-17 20,18,
2014-05-17 21,12,
2014-05-17 22,9,
2014-05-18 23,5,
2014-05-18 00,5,
2014-05-18 01,5,
2014-05-18 02,4,
2014-05-18 03,3,
2014-05-18 04,2,
2014-05-18 05,3,
2014-05-18 06,3,
2014-05-18 07,10,
2014-05-18 08,14,
2014-05-18 09,26,
2014-05-18 10,23,
2014-05-18 11,8,
2014-05-18 12,23,
2014-05-18 13,24,
2014-05-18 14,14,
2014-05-18 15,12,
2014-05-18 16,24,
2014-05-18 17,21,
2014-05-18 18,23,
2014-05-18 19,30,
2014-05-18 20,29,
2014-05-18 21,30,
2014-05-18 22,8,
2014-05-19 23,4,
2014-05-19 00,1,
2014-05-19 01,3,
2014-05-19 02,3,
2014-05-19 03,2,
2014-05-19 04,2,
2014-05-19 05,7,
2014-05-19 06,18,
2014-05-19 07,14,
2014-05-19 08,22,
2014-05-19 09,34,
2014-05-19 10,27,
2014-05-19 11,24,
2014-05-19 12,26,
2014-05-19 13,29,
2014-05-19 14,20,
2014-05-19 15,26,
2014-05-19 16,39,
2014-05-19 17,23,
2014-05-19 18,20,
2014-05-19 19,29,
2014-05-19 20,30,
2014-05-19 21,19,
2014-05-19 22,7,
2014-05-20 23,7,
2014-05-20 00,3,
2014-05-20 01,0,
2014-05-20 02,1,
2014-05-20 03,1,
2014-05-20 04,6,
2014-05-20 05,6,
2014-05-20 06,15,
2014-05-20 07,21,
2014-05-20 08,24,
2014-05-20 09,29,
2014-05-20 10,39,
2014-05-20 11,13,
2014-05-20 12,29,
2014-05-20 13,34,
2014-05-20 14,23,
2014-05-20 15,34,
2014-05-20 16,33,
2014-05-20 17,27,
2014-05-20 18,27,
2014-05-20 19,27,
2014-05-20 20,33,
2014-05-20 21,24,
2014-05-20 22,15,
2014-05-21 23,12,
2014-05-21 00,1,
2014-05-21 01,1,
2014-05-21 02,2,
2014-05-21 03,11,
2014-05-21 04,2,
2014-05-21 05,6,
2014-05-21 06,17,
2014-05-21 07,30,
2014-05-21 08,30,
2014-05-21 09,20,
2014-05-21 10,26,
2014-05-21 11,8,
2014-05-21 12,24,
2014-05-21 13,25,
2014-05-21 14,33,
2014-05-21 15,39,
2014-05-21 16,24,
2014-05-21 17,25,
2014-05-21 18,14,
2014-05-21 19,22,
2014-05-21 20,16,
2014-05-21 21,23,
2014-05-21 22,12,
2014-05-22 23,2,
2014-05-22 00,4,
2014-05-22 01,2,
2014-05-22 02,3,
2014-05-22 03,2,
2014-05-22 04,3,
2014-05-22 05,5,
2014-05-22 06,12,
2014-05-22 07,14,
2014-05-22 08,27,
2014-05-22 09,21,
2014-05-22 10,26,
2014-05-22 11,20,
2014-05-22 12,33,
2014-05-22 13,45,
2014-05-22 14,35,
2014-05-22 15,30,
2014-05-22 16,32,
2014-05-22 17,30,
2014-05-22 18,19,
2014-05-22 19,17,
2014-05-22 20,18,
2014-05-22 21,13,
2014-05-22 22,9,
2014-05-23 23,6,
2014-05-23 00,3,
2014-05-23 01,2,
2014-05-23 02,1,
2014-05-23 03,0,
2014-05-23 04,4,
2014-05-23 05,9,
2014-05-23 06,9,
2014-05-23 07,17,
2014-05-23 08,27,
2014-05-23 09,25,
2014-05-23 10,28,
2014-05-23 11,15,
2014-05-23 12,10,
2014-05-23 13,26,
2014-05-23 14,45,
2014-05-23 15,35,
2014-05-23 16,24,
2014-05-23 17,23,
2014-05-23 18,12,
2014-05-23 19,23,
2014-05-23 20,17,
2014-05-23 21,16,
2014-05-23 22,7,
2014-05-24 23,11,
2014-05-24 00,4,
2014-05-24 01,3,
2014-05-24 02,1,
2014-05-24 03,2,
2014-05-24 04,4,
2014-05-24 05,7,
2014-05-24 06,13,
2014-05-24 07,12,
2014-05-24 08,19,
2014-05-24 09,15,
2014-05-24 10,20,
2014-05-24 11,12,
2014-05-24 12,16,
2014-05-24 13,21,
2014-05-24 14,28,
2014-05-24 15,23,
2014-05-24 16,18,
2014-05-24 17,14,
2014-05-24 18,7,
2014-05-24 19,11,
2014-05-24 20,10,
2014-05-24 21,13,
2014-05-24 22,10,
2014-05-25 23,5,
2014-05-25 00,5,
2014-05-25 01,7,
2014-05-25 02,3,
2014-05-25 03,3,
2014-05-25 04,3,
2014-05-25 05,2,
2014-05-25 06,5,
2014-05-25 07,12,
2014-05-25 08,11,
2014-05-25 09,17,
2014-05-25 10,19,
2014-05-25 11,15,
2014-05-25 12,12,
2014-05-25 13,12,
2014-05-25 14,18,
2014-05-25 15,16,
2014-05-25 16,20,
2014-05-25 17,26,
2014-05-25 18,18,
2014-05-25 19,15,
2014-05-25 20,24,
2014-05-25 21,14,
2014-05-25 22,9,
2014-05-26 23,3,
2014-05-26 00,5,
2014-05-26 01,0,
2014-05-26 02,1,
2014-05-26 03,1,
2014-05-26 04,4,
2014-05-26 05,8,
2014-05-26 06,13,
2014-05-26 07,26,
2014-05-26 08,29,
2014-05-26 09,24,
2014-05-26 10,16,
2014-05-26 11,19,
2014-05-26 12,21,
2014-05-26 13,36,
2014-05-26 14,25,
2014-05-26 15,33,
2014-05-26 16,31,
2014-05-26 17,28,
2014-05-26 18,18,
2014-05-26 19,23,
2014-05-26 20,23,
2014-05-26 21,29,
2014-05-26 22,11,
2014-05-27 23,4,
2014-05-27 00,3,
2014-05-27 01,2,
2014-05-27 02,3,
2014-05-27 03,0,
2014-05-27 04,4,
2014-05-27 05,8,
2014-05-27 06,7,
2014-05-27 07,15,
2014-05-27 08,26,
2014-05-27 09,25,
2014-05-27 10,24,
2014-05-27 11,22,
2014-05-27 12,24,
2014-05-27 13,20,
2014-05-27 14,21,
2014-05-27 15,26,
2014-05-27 16,32,
2014-05-27 17,27,
2014-05-27 18,20,
2014-05-27 19,27,
2014-05-27 20,14,
2014-05-27 21,24,
2014-05-27 22,12,
2014-05-28 23,6,
2014-05-28 00,5,
2014-05-28 01,4,
2014-05-28 02,0,
2014-05-28 03,0,
2014-05-28 04,4,
2014-05-28 05,4,
2014-05-28 06,14,
2014-05-28 07,25,
2014-05-28 08,24,
2014-05-28 09,23,
2014-05-28 10,20,
2014-05-28 11,20,
2014-05-28 12,15,
2014-05-28 13,23,
2014-05-28 14,24,
2014-05-28 15,23,
2014-05-28 16,20,
2014-05-28 17,29,
2014-05-28 18,26,
2014-05-28 19,20,
2014-05-28 20,23,
2014-05-28 21,19,
2014-05-28 22,12,
2014-05-29 23,8,
2014-05-29 00,3,
2014-05-29 01,4,
2014-05-29 02,5,
2014-05-29 03,6,
2014-05-29 04,5,
2014-05-29 05,4,
2014-05-29 06,10,
2014-05-29 07,20,
2014-05-29 08,30,
2014-05-29 09,40,
2014-05-29 10,21,
2014-05-29 11,14,
2014-05-29 12,18,
2014-05-29 13,35,
2014-05-29 14,22,
2014-05-29 15,40,
2014-05-29 16,33,
2014-05-29 17,18,
2014-05-29 18,20,
2014-05-29 19,26,
2014-05-29 20,21,
2014-05-29 21,13,
2014-05-29 22,9,
2014-05-30 23,3,
2014-05-30 00,2,
2014-05-30 01,4,
2014-05-30 02,3,
2014-05-30 03,1,
2014-05-30 04,1,
2014-05-30 05,6,
2014-05-30 06,10,
2014-05-30 07,22,
2014-05-30 08,25,
2014-05-30 09,22,
2014-05-30 10,36,
2014-05-30 11,18,
2014-05-30 12,26,
2014-05-30 13,23,
2014-05-30 14,24,
2014-05-30 15,21,
2014-05-30 16,24,
2014-05-30 17,17,
2014-05-30 18,29,
2014-05-30 19,23,
2014-05-30 20,16,
2014-05-30 21,10,
2014-05-30 22,11,
2014-05-31 23,5,
2014-05-31 00,2,
2014-05-31 01,3,
2014-05-31 02,3,
2014-05-31 03,1,
2014-05-31 04,4,
2014-05-31 05,2,
2014-05-31 06,11,
2014-05-31 07,13,
2014-05-31 08,14,
2014-05-31 09,23,
2014-05-31 10,21,
2014-05-31 11,13,
2014-05-31 12,20,
2014-05-31 13,16,
2014-05-31 14,17,
2014-05-31 15,18,
2014-05-31 16,24,
2014-05-31 17,11,
2014-05-31 18,22,
2014-05-31 19,14,
2014-05-31 20,18,
2014-05-31 21,14,
2014-05-31 22,7,
2014-06-01 23,11,
2014-06-01 00,4,
2014-06-01 01,2,
2014-06-01 02,2,
2014-06-01 03,0,
2014-06-01 04,0,
2014-06-01 05,4,
2014-06-01 06,8,
2014-06-01 07,7,
2014-06-01 08,18,
2014-06-01 09,22,
2014-06-01 10,25,
2014-06-01 11,11,
2014-06-01 12,14,
2014-06-01 13,16,
2014-06-01 14,21,
2014-06-01 15,22,
2014-06-01 16,22,
2014-06-01 17,14,
2014-06-01 18,26,
2014-06-01 19,25,
2014-06-01 20,20,
2014-06-01 21,18,
2014-06-01 22,12,
2014-06-02 23,6,
2014-06-02 00,4,
2014-06-02 01,2,
2014-06-02 02,3,
2014-06-02 03,3,
2014-06-02 04,2,
2014-06-02 05,6,
2014-06-02 06,7,
2014-06-02 07,13,
2014-06-02 08,24,
2014-06-02 09,24,
2014-06-02 10,16,
2014-06-02 11,17,
2014-06-02 12,10,
2014-06-02 13,26,
2014-06-02 14,28,
2014-06-02 15,31,
2014-06-02 16,27,
2014-06-02 17,27,
2014-06-02 18,25,
2014-06-02 19,29,
2014-06-02 20,19,
2014-06-02 21,17,
2014-06-02 22,6,
2014-06-03 23,4,
2014-06-03 00,2,
2014-06-03 01,4,
2014-06-03 02,4,
2014-06-03 03,1,
2014-06-03 04,5,
2014-06-03 05,6,
2014-06-03 06,13,
2014-06-03 07,9,
2014-06-03 08,16,
2014-06-03 09,18,
2014-06-03 10,23,
2014-06-03 11,20,
2014-06-03 12,20,
2014-06-03 13,17,
2014-06-03 14,25,
2014-06-03 15,30,
2014-06-03 16,25,
2014-06-03 17,22,
2014-06-03 18,21,
2014-06-03 19,29,
2014-06-03 20,19,
2014-06-03 21,26,
2014-06-03 22,15,
2014-06-04 23,5,
2014-06-04 00,1,
2014-06-04 01,0,
2014-06-04 02,2,
2014-06-04 03,3,
2014-06-04 04,1,
2014-06-04 05,3,
2014-06-04 06,9,
2014-06-04 07,21,
2014-06-04 08,23,
2014-06-04 09,26,
2014-06-04 10,26,
2014-06-04 11,16,
2014-06-04 12,22,
2014-06-04 13,21,
2014-06-04 14,18,
2014-06-04 15,37,
2014-06-04 16,25,
2014-06-04 17,22,
2014-06-04 18,21,
2014-06-04 19,19,
2014-06-04 20,26,
2014-06-04 21,20,
2014-06-04 22,9,
2014-06-05 23,3,
2014-06-05 00,4,
2014-06-05 01,2,
2014-06-05 02,0,
2014-06-05 03,5,
2014-06-05 04,5,
2014-06-05 05,12,
2014-06-05 06,11,
2014-06-05 07,17,
2014-06-05 08,29,
2014-06-05 09,27,
2014-06-05 10,29,
2014-06-05 11,25,
2014-06-05 12,26,
2014-06-05 13,31,
2014-06-05 14,42,
2014-06-05 15,11,
2014-06-05 16,23,
2014-06-05 17,19,
2014-06-05 18,27,
2014-06-05 19,17,
2014-06-05 20,17,
2014-06-05 21,19,
2014-06-05 22,15,
2014-06-06 23,4,
2014-06-06 00,4,
2014-06-06 01,2,
2014-06-06 02,4,
2014-06-06 03,5,
2014-06-06 04,4,
2014-06-06 05,13,
2014-06-06 06,11,
2014-06-06 07,15,
2014-06-06 08,32,
2014-06-06 09,36,
2014-06-06 10,22,
2014-06-06 11,18,
2014-06-06 12,26,
2014-06-06 13,20,
2014-06-06 14,36,
2014-06-06 15,34,
2014-06-06 16,22,
2014-06-06 17,24,
2014-06-06 18,15,
2014-06-06 19,22,
2014-06-06 20,19,
2014-06-06 21,12,
2014-06-06 22,6,
2014-06-07 23,5,
2014-06-07 00,10,
2014-06-07 01,2,
2014-06-07 02,1,
2014-06-07 03,0,
2014-06-07 04,5,
2014-06-07 05,5,
2014-06-07 06,11,
2014-06-07 07,11,
2014-06-07 08,16,
2014-06-07 09,30,
2014-06-07 10,18,
2014-06-07 11,13,
2014-06-07 12,20,
2014-06-07 13,24,
2014-06-07 14,17,
2014-06-07 15,22,
2014-06-07 16,15,
2014-06-07 17,29,
2014-06-07 18,17,
2014-06-07 19,27,
2014-06-07 20,15,
2014-06-07 21,14,
2014-06-07 22,13,
2014-06-08 23,4,
2014-06-08 00,3,
2014-06-08 01,3,
2014-06-08 02,5,
2014-06-08 03,4,
2014-06-08 04,5,
2014-06-08 05,2,
2014-06-08 06,8,
2014-06-08 07,12,
2014-06-08 08,24,
2014-06-08 09,22,
2014-06-08 10,19,
2014-06-08 11,13,
2014-06-08 12,9,
2014-06-08 13,21,
2014-06-08 14,21,
2014-06-08 15,21,
2014-06-08 16,16,
2014-06-08 17,17,
2014-06-08 18,23,
2014-06-08 19,24,
2014-06-08 20,21,
2014-06-08 21,6,
2014-06-08 22,15,
2014-06-09 23,9,
2014-06-09 00,6,
2014-06-09 01,1,
2014-06-09 02,1,
2014-06-09 03,4,
2014-06-09 04,3,
2014-06-09 05,3,
2014-06-09 06,12,
2014-06-09 07,10,
2014-06-09 08,20,
2014-06-09 09,20,
2014-06-09 10,11,
2014-06-09 11,18,
2014-06-09 12,32,
2014-06-09 13,32,
2014-06-09 14,26,
2014-06-09 15,19,
2014-06-09 16,16,
2014-06-09 17,15,
2014-06-09 18,15,
2014-06-09 19,18,
2014-06-09 20,17,
2014-06-09 21,13,
2014-06-09 22,8,
2014-06-10 23,5,
2014-06-10 00,2,
2014-06-10 01,2,
2014-06-10 02,0,
2014-06-10 03,4,
2014-06-10 04,4,
2014-06-10 05,8,
2014-06-10 06,13,
2014-06-10 07,22,
2014-06-10 08,24,
2014-06-10 09,24,
2014-06-10 10,15,
2014-06-10 11,24,
2014-06-10 12,20,
2014-06-10 13,27,
2014-06-10 14,32,
2014-06-10 15,33,
2014-06-10 16,19,
2014-06-10 17,26,
2014-06-10 18,16,
2014-06-10 19,16,
2014-06-10 20,13,
2014-06-10 21,14,
2014-06-10 22,5,
2014-06-11 23,4,
2014-06-11 00,2,
2014-06-11 01,7,
2014-06-11 02,4,
2014-06-11 03,2,
2014-06-11 04,2,
2014-06-11 05,6,
2014-06-11 06,12,
2014-06-11 07,19,
2014-06-11 08,24,
2014-06-11 09,23,
2014-06-11 10,29,
2014-06-11 11,10,
2014-06-11 12,21,
2014-06-11 13,20,
2014-06-11 14,33,
2014-06-11 15,18,
2014-06-11 16,25,
2014-06-11 17,18,
2014-06-11 18,16,
2014-06-11 19,14,
2014-06-11 20,21,
2014-06-11 21,27,
2014-06-11 22,7,
2014-06-12 23,2,
2014-06-12 00,3,
2014-06-12 01,2,
2014-06-12 02,2,
2014-06-12 03,6,
2014-06-12 04,8,
2014-06-12 05,5,
2014-06-12 06,15,
2014-06-12 07,13,
2014-06-12 08,22,
2014-06-12 09,20,
2014-06-12 10,25,
2014-06-12 11,17,
2014-06-12 12,26,
2014-06-12 13,21,
2014-06-12 14,30,
2014-06-12 15,24,
2014-06-12 16,13,
2014-06-12 17,21,
2014-06-12 18,15,
2014-06-12 19,12,
2014-06-12 20,5,
2014-06-12 21,11,
2014-06-12 22,13,
2014-06-13 23,5,
2014-06-13 00,7,
2014-06-13 01,4,
2014-06-13 02,5,
2014-06-13 03,3,
2014-06-13 04,2,
2014-06-13 05,3,
2014-06-13 06,13,
2014-06-13 07,16,
2014-06-13 08,13,
2014-06-13 09,16,
2014-06-13 10,17,
2014-06-13 11,13,
2014-06-13 12,20,
2014-06-13 13,15,
2014-06-13 14,22,
2014-06-13 15,23,
2014-06-13 16,16,
2014-06-13 17,12,
2014-06-13 18,16,
2014-06-13 19,8,
2014-06-13 20,23,
2014-06-13 21,11,
2014-06-13 22,6,
2014-06-14 23,7,
2014-06-14 00,3,
2014-06-14 01,2,
2014-06-14 02,0,
2014-06-14 03,5,
2014-06-14 04,3,
2014-06-14 05,7,
2014-06-14 06,9,
2014-06-14 07,12,
2014-06-14 08,16,
2014-06-14 09,20,
2014-06-14 10,13,
2014-06-14 11,11,
2014-06-14 12,24,
2014-06-14 13,22,
2014-06-14 14,16,
2014-06-14 15,20,
2014-06-14 16,19,
2014-06-14 17,15,
2014-06-14 18,14,
2014-06-14 19,16,
2014-06-14 20,22,
2014-06-14 21,12,
2014-06-14 22,9,
2014-06-15 23,7,
2014-06-15 00,3,
2014-06-15 01,4,
2014-06-15 02,1,
2014-06-15 03,1,
2014-06-15 04,1,
2014-06-15 05,6,
2014-06-15 06,4,
2014-06-15 07,8,
2014-06-15 08,16,
2014-06-15 09,24,
2014-06-15 10,15,
2014-06-15 11,19,
2014-06-15 12,17,
2014-06-15 13,14,
2014-06-15 14,21,
2014-06-15 15,24,
2014-06-15 16,22,
2014-06-15 17,24,
2014-06-15 18,20,
2014-06-15 19,22,
2014-06-15 20,21,
2014-06-15 21,13,
2014-06-15 22,10,
2014-06-16 23,6,
2014-06-16 00,2,
2014-06-16 01,3,
2014-06-16 02,2,
2014-06-16 03,2,
2014-06-16 04,5,
2014-06-16 05,6,
2014-06-16 06,4,
2014-06-16 07,21,
2014-06-16 08,22,
2014-06-16 09,23,
2014-06-16 10,11,
2014-06-16 11,24,
2014-06-16 12,28,
2014-06-16 13,29,
2014-06-16 14,27,
2014-06-16 15,30,
2014-06-16 16,20,
2014-06-16 17,19,
2014-06-16 18,14,
2014-06-16 19,24,
2014-06-16 20,16,
2014-06-16 21,20,
2014-06-16 22,6,
2014-06-17 23,6,
2014-06-17 00,3,
2014-06-17 01,3,
2014-06-17 02,2,
2014-06-17 03,1,
2014-06-17 04,1,
2014-06-17 05,8,
2014-06-17 06,11,
2014-06-17 07,13,
2014-06-17 08,29,
2014-06-17 09,24,
2014-06-17 10,29,
2014-06-17 11,19,
2014-06-17 12,17,
2014-06-17 13,25,
2014-06-17 14,24,
2014-06-17 15,36,
2014-06-17 16,32,
2014-06-17 17,19,
2014-06-17 18,21,
2014-06-17 19,15,
2014-06-17 20,14,
2014-06-17 21,19,
2014-06-17 22,9,
2014-06-18 23,9,
2014-06-18 00,6,
2014-06-18 01,4,
2014-06-18 02,2,
2014-06-18 03,1,
2014-06-18 04,6,
2014-06-18 05,5,
2014-06-18 06,13,
2014-06-18 07,16,
2014-06-18 08,21,
2014-06-18 09,24,
2014-06-18 10,31,
2014-06-18 11,17,
2014-06-18 12,23,
2014-06-18 13,35,
2014-06-18 14,27,
2014-06-18 15,27,
2014-06-18 16,15,
2014-06-18 17,22,
2014-06-18 18,22,
2014-06-18 19,24,
2014-06-18 20,14,
2014-06-18 21,14,
2014-06-18 22,10,
2014-06-19 23,10,
2014-06-19 00,2,
2014-06-19 01,1,
2014-06-19 02,5,
2014-06-19 03,9,
2014-06-19 04,3,
2014-06-19 05,6,
2014-06-19 06,16,
2014-06-19 07,19,
2014-06-19 08,16,
2014-06-19 09,31,
2014-06-19 10,26,
2014-06-19 11,21,
2014-06-19 12,24,
2014-06-19 13,27,
2014-06-19 14,29,
2014-06-19 15,24,
2014-06-19 16,16,
2014-06-19 17,16,
2014-06-19 18,16,
2014-06-19 19,12,
2014-06-19 20,26,
2014-06-19 21,23,
2014-06-19 22,11,
2014-06-20 23,9,
2014-06-20 00,5,
2014-06-20 01,4,
2014-06-20 02,2,
2014-06-20 03,2,
2014-06-20 04,8,
2014-06-20 05,4,
2014-06-20 06,10,
2014-06-20 07,19,
2014-06-20 08,18,
2014-06-20 09,24,
2014-06-20 10,19,
2014-06-20 11,8,
2014-06-20 12,24,
2014-06-20 13,21,
2014-06-20 14,14,
2014-06-20 15,20,
2014-06-20 16,9,
2014-06-20 17,8,
2014-06-20 18,14,
2014-06-20 19,21,
2014-06-20 20,13,
2014-06-20 21,9,
2014-06-20 22,2,
2014-06-21 23,3,
2014-06-21 00,1,
2014-06-21 01,2,
2014-06-21 02,0,
2014-06-21 03,2,
2014-06-21 04,3,
2014-06-21 05,6,
2014-06-21 06,7,
2014-06-21 07,11,
2014-06-21 08,16,
2014-06-21 09,17,
2014-06-21 10,15,
2014-06-21 11,18,
2014-06-21 12,14,
2014-06-21 13,17,
2014-06-21 14,17,
2014-06-21 15,24,
2014-06-21 16,11,
2014-06-21 17,15,
2014-06-21 18,18,
2014-06-21 19,22,
2014-06-21 20,12,
2014-06-21 21,9,
2014-06-21 22,14,
2014-06-22 23,7,
2014-06-22 00,7,
2014-06-22 01,4,
2014-06-22 02,4,
2014-06-22 03,3,
2014-06-22 04,3,
2014-06-22 05,10,
2014-06-22 06,7,
2014-06-22 07,12,
2014-06-22 08,14,
2014-06-22 09,15,
2014-06-22 10,14,
2014-06-22 11,8,
2014-06-22 12,10,
2014-06-22 13,18,
2014-06-22 14,15,
2014-06-22 15,16,
2014-06-22 16,12,
2014-06-22 17,19,
2014-06-22 18,10,
2014-06-22 19,14,
2014-06-22 20,19,
2014-06-22 21,22,
2014-06-22 22,5,
2014-06-23 23,6,
2014-06-23 00,4,
2014-06-23 01,5,
2014-06-23 02,1,
2014-06-23 03,1,
2014-06-23 04,6,
2014-06-23 05,8,
2014-06-23 06,12,
2014-06-23 07,13,
2014-06-23 08,16,
2014-06-23 09,20,
2014-06-23 10,13,
2014-06-23 11,26,
2014-06-23 12,19,
2014-06-23 13,33,
2014-06-23 14,19,
2014-06-23 15,32,
2014-06-23 16,22,
2014-06-23 17,23,
2014-06-23 18,14,
2014-06-23 19,23,
2014-06-23 20,14,
2014-06-23 21,13,
2014-06-23 22,8,
2014-06-24 23,2,
2014-06-24 00,7,
2014-06-24 01,3,
2014-06-24 02,1,
2014-06-24 03,4,
2014-06-24 04,1,
2014-06-24 05,2,
2014-06-24 06,14,
2014-06-24 07,15,
2014-06-24 08,13,
2014-06-24 09,16,
2014-06-24 10,26,
2014-06-24 11,19,
