Date,Wikipedia[it],
2015-11-25 21,105,
2015-11-25 22,61,
2015-11-25 23,70,
2015-11-26 00,32,
2015-11-26 01,18,
2015-11-26 02,16,
2015-11-26 03,11,
2015-11-26 04,14,
2015-11-26 05,13,
2015-11-26 06,13,
2015-11-26 07,31,
2015-11-26 08,60,
2015-11-26 09,100,
2015-11-26 10,108,
2015-11-26 11,115,
2015-11-26 12,104,
2015-11-26 13,112,
2015-11-26 14,122,
2015-11-26 15,184,
2015-11-26 16,206,
2015-11-26 17,209,
2015-11-26 18,161,
2015-11-26 19,117,
2015-11-26 20,119,
2015-11-26 21,92,
2015-11-26 22,91,
2015-11-26 23,45,
2015-11-27 00,26,
2015-11-27 01,23,
2015-11-27 02,15,
2015-11-27 03,8,
2015-11-27 04,2,
2015-11-27 05,0,
2015-11-27 06,7,
2015-11-27 07,37,
2015-11-27 08,69,
2015-11-27 09,122,
2015-11-27 10,124,
2015-11-27 11,130,
2015-11-27 12,117,
2015-11-27 13,86,
2015-11-27 14,131,
2015-11-27 15,156,
2015-11-27 16,171,
2015-11-27 17,177,
2015-11-27 18,134,
2015-11-27 19,123,
2015-11-27 20,82,
2015-11-27 21,100,
2015-11-27 22,56,
2015-11-27 23,51,
2015-11-28 00,29,
2015-11-28 01,23,
2015-11-28 02,13,
2015-11-28 03,6,
2015-11-28 04,6,
2015-11-28 05,9,
2015-11-28 06,13,
2015-11-28 07,7,
2015-11-28 08,39,
2015-11-28 09,78,
2015-11-28 10,88,
2015-11-28 11,113,
2015-11-28 12,94,
2015-11-28 13,65,
2015-11-28 14,96,
2015-11-28 15,121,
2015-11-28 16,139,
2015-11-28 17,115,
2015-11-28 18,123,
2015-11-28 19,108,
2015-11-28 20,86,
2015-11-28 21,84,
2015-11-28 22,42,
2015-11-28 23,47,
2015-11-29 00,29,
2015-11-29 01,23,
2015-11-29 02,16,
2015-11-29 03,14,
2015-11-29 04,6,
2015-11-29 05,2,
2015-11-29 06,5,
2015-11-29 07,18,
2015-11-29 08,33,
2015-11-29 09,61,
2015-11-29 10,89,
2015-11-29 11,90,
2015-11-29 12,104,
2015-11-29 13,65,
2015-11-29 14,86,
2015-11-29 15,93,
2015-11-29 16,102,
2015-11-29 17,124,
2015-11-29 18,129,
2015-11-29 19,108,
2015-11-29 20,108,
2015-11-29 21,92,
2015-11-29 22,55,
2015-11-29 23,37,
2015-11-30 00,36,
2015-11-30 01,21,
2015-11-30 02,4,
2015-11-30 03,8,
2015-11-30 04,5,
2015-11-30 05,4,
2015-11-30 06,13,
2015-11-30 07,18,
2015-11-30 08,75,
2015-11-30 09,103,
2015-11-30 10,104,
2015-11-30 11,129,
2015-11-30 12,103,
2015-11-30 13,88,
2015-11-30 14,126,
2015-11-30 15,159,
2015-11-30 16,200,
2015-11-30 17,208,
2015-11-30 18,191,
2015-11-30 19,155,
2015-11-30 20,98,
2015-11-30 21,108,
2015-11-30 22,68,
2015-11-30 23,54,
2015-12-01 00,26,
2015-12-01 01,12,
2015-12-01 02,17,
2015-12-01 03,7,
2015-12-01 04,1,
2015-12-01 05,7,
2015-12-01 06,10,
2015-12-01 07,29,
2015-12-01 08,70,
2015-12-01 09,77,
2015-12-01 10,80,
2015-12-01 11,118,
2015-12-01 12,117,
2015-12-01 13,83,
2015-12-01 14,136,
2015-12-01 15,171,
2015-12-01 16,177,
2015-12-01 17,179,
2015-12-01 18,196,
2015-12-01 19,126,
2015-12-01 20,106,
2015-12-01 21,82,
2015-12-01 22,74,
2015-12-01 23,40,
2015-12-02 00,33,
2015-12-02 01,18,
2015-12-02 02,18,
2015-12-02 03,7,
2015-12-02 04,5,
2015-12-02 05,6,
2015-12-02 06,19,
2015-12-02 07,21,
2015-12-02 08,69,
2015-12-02 09,122,
2015-12-02 10,87,
2015-12-02 11,97,
2015-12-02 12,125,
2015-12-02 13,97,
2015-12-02 14,125,
2015-12-02 15,170,
2015-12-02 16,185,
2015-12-02 17,184,
2015-12-02 18,170,
2015-12-02 19,145,
2015-12-02 20,99,
2015-12-02 21,113,
2015-12-02 22,70,
2015-12-02 23,47,
2015-12-03 00,39,
2015-12-03 01,18,
2015-12-03 02,11,
2015-12-03 03,7,
2015-12-03 04,4,
2015-12-03 05,6,
2015-12-03 06,19,
2015-12-03 07,21,
2015-12-03 08,67,
2015-12-03 09,82,
2015-12-03 10,87,
2015-12-03 11,117,
2015-12-03 12,89,
2015-12-03 13,88,
2015-12-03 14,135,
2015-12-03 15,195,
2015-12-03 16,211,
2015-12-03 17,185,
2015-12-03 18,179,
2015-12-03 19,110,
2015-12-03 20,130,
2015-12-03 21,104,
2015-12-03 22,82,
2015-12-03 23,59,
2015-12-04 00,30,
2015-12-04 01,24,
2015-12-04 02,6,
2015-12-04 03,10,
2015-12-04 04,8,
2015-12-04 05,10,
2015-12-04 06,21,
2015-12-04 07,24,
2015-12-04 08,58,
2015-12-04 09,87,
2015-12-04 10,117,
2015-12-04 11,102,
2015-12-04 12,127,
2015-12-04 13,90,
2015-12-04 14,121,
2015-12-04 15,168,
2015-12-04 16,188,
2015-12-04 17,117,
2015-12-04 18,156,
2015-12-04 19,113,
2015-12-04 20,88,
2015-12-04 21,91,
2015-12-04 22,72,
2015-12-04 23,65,
2015-12-05 00,19,
2015-12-05 01,21,
2015-12-05 02,16,
2015-12-05 03,9,
2015-12-05 04,12,
2015-12-05 05,2,
2015-12-05 06,9,
2015-12-05 07,14,
2015-12-05 08,26,
2015-12-05 09,61,
2015-12-05 10,84,
2015-12-05 11,117,
2015-12-05 12,82,
2015-12-05 13,56,
2015-12-05 14,82,
2015-12-05 15,81,
2015-12-05 16,100,
2015-12-05 17,84,
2015-12-05 18,121,
2015-12-05 19,86,
2015-12-05 20,69,
2015-12-05 21,62,
2015-12-05 22,63,
2015-12-05 23,42,
2015-12-06 00,25,
2015-12-06 01,20,
2015-12-06 02,9,
2015-12-06 03,6,
2015-12-06 04,10,
2015-12-06 05,2,
2015-12-06 06,3,
2015-12-06 07,17,
2015-12-06 08,35,
2015-12-06 09,37,
2015-12-06 10,63,
2015-12-06 11,85,
2015-12-06 12,76,
2015-12-06 13,79,
2015-12-06 14,83,
2015-12-06 15,78,
2015-12-06 16,94,
2015-12-06 17,87,
2015-12-06 18,102,
2015-12-06 19,96,
2015-12-06 20,95,
2015-12-06 21,94,
2015-12-06 22,84,
2015-12-06 23,56,
2015-12-07 00,35,
2015-12-07 01,18,
2015-12-07 02,14,
2015-12-07 03,4,
2015-12-07 04,8,
2015-12-07 05,6,
2015-12-07 06,8,
2015-12-07 07,21,
2015-12-07 08,37,
2015-12-07 09,80,
2015-12-07 10,110,
2015-12-07 11,117,
2015-12-07 12,98,
2015-12-07 13,91,
2015-12-07 14,118,
2015-12-07 15,140,
2015-12-07 16,132,
2015-12-07 17,134,
2015-12-07 18,120,
2015-12-07 19,90,
2015-12-07 20,79,
2015-12-07 21,59,
2015-12-07 22,70,
2015-12-07 23,54,
2015-12-08 00,30,
2015-12-08 01,20,
2015-12-08 02,5,
2015-12-08 03,13,
2015-12-08 04,2,
2015-12-08 05,7,
2015-12-08 06,5,
2015-12-08 07,11,
2015-12-08 08,21,
2015-12-08 09,49,
2015-12-08 10,96,
2015-12-08 11,87,
2015-12-08 12,87,
2015-12-08 13,86,
2015-12-08 14,92,
2015-12-08 15,120,
2015-12-08 16,124,
2015-12-08 17,113,
2015-12-08 18,145,
2015-12-08 19,122,
2015-12-08 20,124,
2015-12-08 21,89,
2015-12-08 22,56,
2015-12-08 23,46,
2015-12-09 00,28,
2015-12-09 01,21,
2015-12-09 02,13,
2015-12-09 03,14,
2015-12-09 04,11,
2015-12-09 05,5,
2015-12-09 06,10,
2015-12-09 07,19,
2015-12-09 08,75,
2015-12-09 09,83,
2015-12-09 10,102,
2015-12-09 11,106,
2015-12-09 12,143,
2015-12-09 13,99,
2015-12-09 14,163,
2015-12-09 15,205,
2015-12-09 16,176,
2015-12-09 17,198,
2015-12-09 18,155,
2015-12-09 19,143,
2015-12-09 20,103,
2015-12-09 21,114,
2015-12-09 22,79,
2015-12-09 23,53,
2015-12-10 00,34,
2015-12-10 01,19,
2015-12-10 02,11,
2015-12-10 03,9,
2015-12-10 04,8,
2015-12-10 05,9,
2015-12-10 06,4,
2015-12-10 07,24,
2015-12-10 08,55,
2015-12-10 09,135,
2015-12-10 10,91,
2015-12-10 11,109,
2015-12-10 12,113,
2015-12-10 13,90,
2015-12-10 14,127,
2015-12-10 15,162,
2015-12-10 16,183,
2015-12-10 17,175,
2015-12-10 18,187,
2015-12-10 19,133,
2015-12-10 20,126,
2015-12-10 21,99,
2015-12-10 22,56,
2015-12-10 23,71,
2015-12-11 00,29,
2015-12-11 01,16,
2015-12-11 02,15,
2015-12-11 03,11,
2015-12-11 04,6,
2015-12-11 05,7,
2015-12-11 06,8,
2015-12-11 07,15,
2015-12-11 08,54,
2015-12-11 09,91,
2015-12-11 10,102,
2015-12-11 11,114,
2015-12-11 12,104,
2015-12-11 13,84,
2015-12-11 14,125,
2015-12-11 15,155,
2015-12-11 16,145,
2015-12-11 17,131,
2015-12-11 18,121,
2015-12-11 19,105,
2015-12-11 20,84,
2015-12-11 21,85,
2015-12-11 22,83,
2015-12-11 23,48,
2015-12-12 00,30,
2015-12-12 01,11,
2015-12-12 02,21,
2015-12-12 03,11,
2015-12-12 04,7,
2015-12-12 05,12,
2015-12-12 06,7,
2015-12-12 07,26,
2015-12-12 08,30,
2015-12-12 09,68,
2015-12-12 10,77,
2015-12-12 11,96,
2015-12-12 12,101,
2015-12-12 13,59,
2015-12-12 14,77,
2015-12-12 15,95,
2015-12-12 16,90,
2015-12-12 17,106,
2015-12-12 18,85,
2015-12-12 19,91,
2015-12-12 20,76,
2015-12-12 21,50,
2015-12-12 22,58,
2015-12-12 23,44,
2015-12-13 00,25,
2015-12-13 01,12,
2015-12-13 02,11,
2015-12-13 03,14,
2015-12-13 04,9,
2015-12-13 05,6,
2015-12-13 06,10,
2015-12-13 07,20,
2015-12-13 08,22,
2015-12-13 09,36,
2015-12-13 10,80,
2015-12-13 11,90,
2015-12-13 12,83,
2015-12-13 13,84,
2015-12-13 14,109,
2015-12-13 15,115,
2015-12-13 16,108,
2015-12-13 17,122,
2015-12-13 18,99,
2015-12-13 19,100,
2015-12-13 20,98,
2015-12-13 21,106,
2015-12-13 22,48,
2015-12-13 23,38,
2015-12-14 00,29,
2015-12-14 01,17,
2015-12-14 02,7,
2015-12-14 03,3,
2015-12-14 04,7,
2015-12-14 05,5,
2015-12-14 06,12,
2015-12-14 07,18,
2015-12-14 08,58,
2015-12-14 09,98,
2015-12-14 10,112,
2015-12-14 11,107,
2015-12-14 12,93,
2015-12-14 13,101,
2015-12-14 14,123,
2015-12-14 15,174,
2015-12-14 16,172,
2015-12-14 17,153,
2015-12-14 18,165,
2015-12-14 19,118,
2015-12-14 20,119,
2015-12-14 21,120,
2015-12-14 22,55,
2015-12-14 23,55,
2015-12-15 00,20,
2015-12-15 01,37,
2015-12-15 02,11,
2015-12-15 03,7,
2015-12-15 04,6,
2015-12-15 05,4,
2015-12-15 06,8,
2015-12-15 07,17,
2015-12-15 08,62,
2015-12-15 09,113,
2015-12-15 10,105,
2015-12-15 11,104,
2015-12-15 12,84,
2015-12-15 13,87,
2015-12-15 14,110,
2015-12-15 15,197,
2015-12-15 16,138,
2015-12-15 17,150,
2015-12-15 18,92,
2015-12-15 19,110,
2015-12-15 20,145,
2015-12-15 21,104,
2015-12-15 22,58,
2015-12-15 23,45,
2015-12-16 00,113,
2015-12-16 01,9,
2015-12-16 02,6,
2015-12-16 03,7,
2015-12-16 04,7,
2015-12-16 05,2,
2015-12-16 06,6,
2015-12-16 07,10,
2015-12-16 08,49,
2015-12-16 09,75,
2015-12-16 10,104,
2015-12-16 11,79,
2015-12-16 12,105,
2015-12-16 13,95,
2015-12-16 14,115,
2015-12-16 15,181,
2015-12-16 16,163,
2015-12-16 17,170,
2015-12-16 18,121,
2015-12-16 19,111,
2015-12-16 20,72,
2015-12-16 21,80,
2015-12-16 22,64,
2015-12-16 23,34,
2015-12-17 00,19,
2015-12-17 01,15,
2015-12-17 02,12,
2015-12-17 03,4,
2015-12-17 04,6,
2015-12-17 05,5,
2015-12-17 06,13,
2015-12-17 07,16,
2015-12-17 08,45,
2015-12-17 09,72,
2015-12-17 10,137,
2015-12-17 11,127,
2015-12-17 12,102,
2015-12-17 13,230,
2015-12-17 14,117,
2015-12-17 15,156,
2015-12-17 16,161,
2015-12-17 17,170,
2015-12-17 18,141,
2015-12-17 19,118,
2015-12-17 20,86,
2015-12-17 21,101,
2015-12-17 22,58,
2015-12-17 23,39,
2015-12-18 00,32,
2015-12-18 01,12,
2015-12-18 02,9,
2015-12-18 03,7,
2015-12-18 04,8,
2015-12-18 05,4,
2015-12-18 06,8,
2015-12-18 07,22,
2015-12-18 08,59,
2015-12-18 09,84,
2015-12-18 10,88,
2015-12-18 11,106,
2015-12-18 12,104,
2015-12-18 13,77,
2015-12-18 14,81,
2015-12-18 15,159,
2015-12-18 16,136,
2015-12-18 17,129,
2015-12-18 18,105,
2015-12-18 19,87,
2015-12-18 20,73,
2015-12-18 21,89,
2015-12-18 22,63,
2015-12-18 23,34,
2015-12-19 00,31,
2015-12-19 01,17,
2015-12-19 02,6,
2015-12-19 03,10,
2015-12-19 04,1,
2015-12-19 05,6,
2015-12-19 06,8,
2015-12-19 07,18,
2015-12-19 08,53,
2015-12-19 09,64,
2015-12-19 10,88,
2015-12-19 11,94,
2015-12-19 12,81,
2015-12-19 13,69,
2015-12-19 14,78,
2015-12-19 15,91,
2015-12-19 16,98,
2015-12-19 17,94,
2015-12-19 18,95,
2015-12-19 19,72,
2015-12-19 20,54,
2015-12-19 21,72,
2015-12-19 22,66,
2015-12-19 23,49,
2015-12-20 00,30,
2015-12-20 01,18,
2015-12-20 02,10,
2015-12-20 03,9,
2015-12-20 04,6,
2015-12-20 05,12,
2015-12-20 06,4,
2015-12-20 07,8,
2015-12-20 08,22,
2015-12-20 09,45,
2015-12-20 10,75,
2015-12-20 11,87,
2015-12-20 12,102,
2015-12-20 13,76,
2015-12-20 14,72,
2015-12-20 15,81,
2015-12-20 16,101,
2015-12-20 17,102,
2015-12-20 18,109,
2015-12-20 19,121,
2015-12-20 20,76,
2015-12-20 21,72,
2015-12-20 22,54,
2015-12-20 23,37,
2015-12-21 00,19,
2015-12-21 01,30,
2015-12-21 02,12,
2015-12-21 03,8,
2015-12-21 04,10,
2015-12-21 05,7,
2015-12-21 06,6,
2015-12-21 07,16,
2015-12-21 08,47,
2015-12-21 09,69,
2015-12-21 10,89,
2015-12-21 11,104,
2015-12-21 12,96,
2015-12-21 13,91,
2015-12-21 14,119,
2015-12-21 15,138,
2015-12-21 16,164,
2015-12-21 17,162,
2015-12-21 18,136,
2015-12-21 19,223,
2015-12-21 20,75,
2015-12-21 21,93,
2015-12-21 22,79,
2015-12-21 23,56,
2015-12-22 00,29,
2015-12-22 01,11,
2015-12-22 02,11,
2015-12-22 03,6,
2015-12-22 04,4,
2015-12-22 05,6,
2015-12-22 06,10,
2015-12-22 07,17,
2015-12-22 08,50,
2015-12-22 09,70,
2015-12-22 10,86,
2015-12-22 11,71,
2015-12-22 12,80,
2015-12-22 13,77,
2015-12-22 14,86,
2015-12-22 15,130,
2015-12-22 16,145,
2015-12-22 17,101,
2015-12-22 18,88,
2015-12-22 19,93,
2015-12-22 20,74,
2015-12-22 21,78,
2015-12-22 22,72,
2015-12-22 23,46,
2015-12-23 00,34,
2015-12-23 01,20,
2015-12-23 02,14,
2015-12-23 03,9,
2015-12-23 04,11,
2015-12-23 05,6,
2015-12-23 06,12,
2015-12-23 07,21,
2015-12-23 08,36,
2015-12-23 09,52,
2015-12-23 10,90,
2015-12-23 11,97,
2015-12-23 12,76,
2015-12-23 13,63,
2015-12-23 14,67,
2015-12-23 15,77,
2015-12-23 16,87,
2015-12-23 17,80,
2015-12-23 18,95,
2015-12-23 19,84,
2015-12-23 20,58,
2015-12-23 21,67,
2015-12-23 22,60,
2015-12-23 23,36,
2015-12-24 00,28,
2015-12-24 01,16,
2015-12-24 02,16,
2015-12-24 03,5,
2015-12-24 04,3,
2015-12-24 05,0,
2015-12-24 06,2,
2015-12-24 07,13,
2015-12-24 08,30,
2015-12-24 09,55,
2015-12-24 10,82,
2015-12-24 11,82,
2015-12-24 12,69,
2015-12-24 13,74,
2015-12-24 14,68,
2015-12-24 15,88,
2015-12-24 16,60,
2015-12-24 17,76,
2015-12-24 18,84,
2015-12-24 19,56,
2015-12-24 20,30,
2015-12-24 21,35,
2015-12-24 22,38,
2015-12-24 23,26,
2015-12-25 00,19,
2015-12-25 01,18,
2015-12-25 02,9,
2015-12-25 03,12,
2015-12-25 04,7,
2015-12-25 05,6,
2015-12-25 06,10,
2015-12-25 07,11,
2015-12-25 08,21,
2015-12-25 09,24,
2015-12-25 10,49,
2015-12-25 11,44,
2015-12-25 12,36,
2015-12-25 13,28,
2015-12-25 14,32,
2015-12-25 15,34,
2015-12-25 16,43,
2015-12-25 17,62,
2015-12-25 18,59,
2015-12-25 19,70,
2015-12-25 20,57,
2015-12-25 21,58,
2015-12-25 22,70,
2015-12-25 23,51,
2015-12-26 00,31,
2015-12-26 01,16,
2015-12-26 02,13,
2015-12-26 03,9,
2015-12-26 04,6,
2015-12-26 05,5,
2015-12-26 06,11,
2015-12-26 07,4,
2015-12-26 08,18,
2015-12-26 09,49,
2015-12-26 10,62,
2015-12-26 11,70,
2015-12-26 12,63,
2015-12-26 13,57,
2015-12-26 14,49,
2015-12-26 15,51,
2015-12-26 16,80,
2015-12-26 17,68,
2015-12-26 18,106,
2015-12-26 19,91,
2015-12-26 20,69,
2015-12-26 21,61,
2015-12-26 22,55,
2015-12-26 23,58,
2015-12-27 00,26,
2015-12-27 01,18,
2015-12-27 02,11,
2015-12-27 03,6,
2015-12-27 04,6,
2015-12-27 05,6,
2015-12-27 06,2,
2015-12-27 07,21,
2015-12-27 08,16,
2015-12-27 09,36,
2015-12-27 10,51,
2015-12-27 11,89,
2015-12-27 12,71,
2015-12-27 13,64,
2015-12-27 14,59,
2015-12-27 15,80,
2015-12-27 16,102,
2015-12-27 17,81,
2015-12-27 18,93,
2015-12-27 19,86,
2015-12-27 20,83,
2015-12-27 21,84,
2015-12-27 22,47,
2015-12-27 23,47,
2015-12-28 00,31,
2015-12-28 01,20,
2015-12-28 02,9,
2015-12-28 03,13,
2015-12-28 04,4,
2015-12-28 05,4,
2015-12-28 06,3,
2015-12-28 07,12,
2015-12-28 08,47,
2015-12-28 09,66,
2015-12-28 10,88,
2015-12-28 11,107,
2015-12-28 12,110,
2015-12-28 13,100,
2015-12-28 14,118,
2015-12-28 15,111,
2015-12-28 16,109,
2015-12-28 17,115,
2015-12-28 18,113,
2015-12-28 19,94,
2015-12-28 20,83,
2015-12-28 21,101,
2015-12-28 22,83,
2015-12-28 23,57,
2015-12-29 00,38,
2015-12-29 01,22,
2015-12-29 02,16,
2015-12-29 03,14,
2015-12-29 04,5,
2015-12-29 05,8,
2015-12-29 06,1,
2015-12-29 07,15,
2015-12-29 08,42,
2015-12-29 09,72,
2015-12-29 10,74,
2015-12-29 11,138,
2015-12-29 12,99,
2015-12-29 13,74,
2015-12-29 14,120,
2015-12-29 15,121,
2015-12-29 16,108,
2015-12-29 17,105,
2015-12-29 18,103,
2015-12-29 19,92,
2015-12-29 20,61,
2015-12-29 21,76,
2015-12-29 22,71,
2015-12-29 23,59,
2015-12-30 00,29,
2015-12-30 01,30,
2015-12-30 02,24,
2015-12-30 03,7,
2015-12-30 04,4,
2015-12-30 05,5,
2015-12-30 06,4,
2015-12-30 07,12,
2015-12-30 08,34,
2015-12-30 09,59,
2015-12-30 10,89,
2015-12-30 11,113,
2015-12-30 12,123,
2015-12-30 13,94,
2015-12-30 14,93,
2015-12-30 15,133,
2015-12-30 16,144,
2015-12-30 17,117,
2015-12-30 18,118,
2015-12-30 19,82,
2015-12-30 20,73,
2015-12-30 21,67,
2015-12-30 22,67,
2015-12-30 23,52,
2015-12-31 00,34,
2015-12-31 01,22,
2015-12-31 02,16,
2015-12-31 03,6,
2015-12-31 04,4,
2015-12-31 05,5,
2015-12-31 06,10,
2015-12-31 07,14,
2015-12-31 08,30,
2015-12-31 09,47,
2015-12-31 10,70,
2015-12-31 11,111,
2015-12-31 12,96,
2015-12-31 13,68,
2015-12-31 14,69,
2015-12-31 15,100,
2015-12-31 16,81,
2015-12-31 17,43,
2015-12-31 18,57,
2015-12-31 19,66,
2015-12-31 20,33,
2015-12-31 21,25,
2015-12-31 22,34,
2015-12-31 23,28,
2016-01-01 00,13,
2016-01-01 01,11,
2016-01-01 02,6,
2016-01-01 03,7,
2016-01-01 04,27,
2016-01-01 05,10,
2016-01-01 06,4,
2016-01-01 07,5,
2016-01-01 08,10,
2016-01-01 09,23,
2016-01-01 10,53,
2016-01-01 11,54,
2016-01-01 12,46,
2016-01-01 13,44,
2016-01-01 14,51,
2016-01-01 15,85,
2016-01-01 16,80,
2016-01-01 17,76,
2016-01-01 18,116,
2016-01-01 19,87,
2016-01-01 20,77,
2016-01-01 21,67,
2016-01-01 22,67,
2016-01-01 23,65,
2016-01-02 00,40,
2016-01-02 01,27,
2016-01-02 02,3,
2016-01-02 03,6,
2016-01-02 04,8,
2016-01-02 05,6,
2016-01-02 06,6,
2016-01-02 07,13,
2016-01-02 08,22,
2016-01-02 09,39,
2016-01-02 10,81,
2016-01-02 11,101,
2016-01-02 12,111,
2016-01-02 13,87,
2016-01-02 14,123,
2016-01-02 15,128,
2016-01-02 16,150,
2016-01-02 17,129,
2016-01-02 18,114,
2016-01-02 19,90,
2016-01-02 20,85,
2016-01-02 21,68,
2016-01-02 22,86,
2016-01-02 23,57,
2016-01-03 00,37,
2016-01-03 01,21,
2016-01-03 02,21,
2016-01-03 03,13,
2016-01-03 04,5,
2016-01-03 05,8,
2016-01-03 06,6,
2016-01-03 07,15,
2016-01-03 08,16,
2016-01-03 09,35,
2016-01-03 10,70,
2016-01-03 11,83,
2016-01-03 12,91,
2016-01-03 13,75,
2016-01-03 14,88,
2016-01-03 15,122,
2016-01-03 16,143,
2016-01-03 17,116,
2016-01-03 18,113,
2016-01-03 19,85,
2016-01-03 20,123,
2016-01-03 21,80,
2016-01-03 22,85,
2016-01-03 23,51,
2016-01-04 00,46,
2016-01-04 01,27,
2016-01-04 02,18,
2016-01-04 03,18,
2016-01-04 04,9,
2016-01-04 05,4,
2016-01-04 06,13,
2016-01-04 07,26,
2016-01-04 08,32,
2016-01-04 09,78,
2016-01-04 10,108,
2016-01-04 11,164,
2016-01-04 12,147,
2016-01-04 13,108,
2016-01-04 14,135,
2016-01-04 15,186,
2016-01-04 16,176,
2016-01-04 17,151,
2016-01-04 18,141,
2016-01-04 19,104,
2016-01-04 20,72,
2016-01-04 21,97,
2016-01-04 22,78,
2016-01-04 23,59,
2016-01-05 00,42,
2016-01-05 01,27,
2016-01-05 02,13,
2016-01-05 03,13,
2016-01-05 04,11,
2016-01-05 05,7,
2016-01-05 06,16,
2016-01-05 07,14,
2016-01-05 08,46,
2016-01-05 09,61,
2016-01-05 10,101,
2016-01-05 11,151,
2016-01-05 12,154,
2016-01-05 13,91,
2016-01-05 14,160,
2016-01-05 15,158,
2016-01-05 16,179,
2016-01-05 17,121,
2016-01-05 18,119,
2016-01-05 19,96,
2016-01-05 20,92,
2016-01-05 21,85,
2016-01-05 22,77,
2016-01-05 23,66,
2016-01-06 00,42,
2016-01-06 01,17,
2016-01-06 02,15,
2016-01-06 03,14,
2016-01-06 04,5,
2016-01-06 05,3,
2016-01-06 06,8,
2016-01-06 07,9,
2016-01-06 08,10,
2016-01-06 09,30,
2016-01-06 10,80,
2016-01-06 11,99,
2016-01-06 12,111,
2016-01-06 13,71,
2016-01-06 14,119,
2016-01-06 15,129,
2016-01-06 16,104,
2016-01-06 17,156,
2016-01-06 18,122,
2016-01-06 19,120,
2016-01-06 20,92,
2016-01-06 21,92,
2016-01-06 22,82,
2016-01-06 23,57,
2016-01-07 00,43,
2016-01-07 01,22,
2016-01-07 02,16,
2016-01-07 03,9,
2016-01-07 04,4,
2016-01-07 05,5,
2016-01-07 06,16,
2016-01-07 07,27,
2016-01-07 08,44,
2016-01-07 09,70,
2016-01-07 10,92,
2016-01-07 11,88,
2016-01-07 12,107,
2016-01-07 13,99,
2016-01-07 14,132,
2016-01-07 15,211,
2016-01-07 16,212,
2016-01-07 17,209,
2016-01-07 18,170,
2016-01-07 19,141,
2016-01-07 20,121,
2016-01-07 21,74,
2016-01-07 22,85,
2016-01-07 23,57,
2016-01-08 00,40,
2016-01-08 01,22,
2016-01-08 02,8,
2016-01-08 03,14,
2016-01-08 04,7,
2016-01-08 05,2,
2016-01-08 06,5,
2016-01-08 07,24,
2016-01-08 08,59,
2016-01-08 09,104,
2016-01-08 10,113,
2016-01-08 11,103,
2016-01-08 12,140,
2016-01-08 13,118,
2016-01-08 14,158,
2016-01-08 15,162,
2016-01-08 16,181,
2016-01-08 17,206,
2016-01-08 18,172,
2016-01-08 19,117,
2016-01-08 20,114,
2016-01-08 21,88,
2016-01-08 22,77,
2016-01-08 23,57,
2016-01-09 00,39,
2016-01-09 01,17,
2016-01-09 02,11,
2016-01-09 03,12,
2016-01-09 04,3,
2016-01-09 05,10,
2016-01-09 06,8,
2016-01-09 07,9,
2016-01-09 08,33,
2016-01-09 09,88,
2016-01-09 10,84,
2016-01-09 11,112,
2016-01-09 12,105,
2016-01-09 13,74,
2016-01-09 14,94,
2016-01-09 15,109,
2016-01-09 16,111,
2016-01-09 17,103,
2016-01-09 18,111,
2016-01-09 19,102,
2016-01-09 20,80,
2016-01-09 21,49,
2016-01-09 22,64,
2016-01-09 23,244,
2016-01-10 00,51,
2016-01-10 01,38,
2016-01-10 02,11,
2016-01-10 03,21,
2016-01-10 04,14,
2016-01-10 05,6,
2016-01-10 06,6,
2016-01-10 07,14,
2016-01-10 08,38,
2016-01-10 09,74,
2016-01-10 10,70,
2016-01-10 11,119,
2016-01-10 12,70,
2016-01-10 13,63,
2016-01-10 14,115,
2016-01-10 15,159,
2016-01-10 16,170,
2016-01-10 17,174,
2016-01-10 18,193,
2016-01-10 19,132,
2016-01-10 20,100,
2016-01-10 21,136,
2016-01-10 22,78,
2016-01-10 23,57,
2016-01-11 00,37,
2016-01-11 01,26,
2016-01-11 02,16,
2016-01-11 03,12,
2016-01-11 04,5,
2016-01-11 05,10,
2016-01-11 06,9,
2016-01-11 07,22,
2016-01-11 08,71,
2016-01-11 09,111,
2016-01-11 10,147,
2016-01-11 11,157,
2016-01-11 12,146,
2016-01-11 13,107,
2016-01-11 14,156,
2016-01-11 15,222,
2016-01-11 16,207,
2016-01-11 17,261,
2016-01-11 18,220,
2016-01-11 19,169,
2016-01-11 20,124,
2016-01-11 21,99,
2016-01-11 22,99,
2016-01-11 23,77,
2016-01-12 00,24,
2016-01-12 01,20,
2016-01-12 02,13,
2016-01-12 03,7,
2016-01-12 04,6,
2016-01-12 05,3,
2016-01-12 06,17,
2016-01-12 07,23,
2016-01-12 08,50,
2016-01-12 09,89,
2016-01-12 10,90,
2016-01-12 11,98,
2016-01-12 12,109,
2016-01-12 13,112,
2016-01-12 14,125,
2016-01-12 15,199,
2016-01-12 16,160,
2016-01-12 17,201,
2016-01-12 18,1783,
2016-01-12 19,165,
2016-01-12 20,140,
2016-01-12 21,103,
2016-01-12 22,131,
2016-01-12 23,64,
2016-01-13 00,33,
2016-01-13 01,17,
2016-01-13 02,6,
2016-01-13 03,17,
2016-01-13 04,6,
2016-01-13 05,8,
2016-01-13 06,3,
2016-01-13 07,27,
2016-01-13 08,70,
2016-01-13 09,111,
